X2 Cr Ni 19-11;
Déplacement (mm);Force (N)
1.53807;14667.76
1.53807;14651.76
1.53807;14651.76
1.542245;14635.77
1.542245;14635.77
1.542245;14619.77
1.542245;14619.77
1.542245;14587.78
1.542245;14603.78
1.542245;14587.78
1.542245;14571.79
1.542245;14603.78
1.542245;14635.77
1.547255;14571.79
1.547255;14603.78
1.547255;14619.77
1.547255;14651.76
1.547255;14635.77
1.547255;14667.76
1.547255;14651.76
1.547255;14667.76
1.547255;14635.77
1.547255;14667.76
1.547255;14651.76
1.547255;14635.77
1.552265;14635.77
1.552265;14619.77
1.552265;14619.77
1.552265;14635.77
1.552265;14619.77
1.552265;14651.76
1.552265;14651.76
1.552265;14683.75
1.552265;14667.76
1.552265;14683.75
1.552265;14683.75
1.552265;14683.75
1.552265;14667.76
1.552265;14651.76
1.55644;14667.76
1.55644;14667.76
1.55644;14651.76
1.55644;14635.77
1.55644;14635.77
1.55644;14651.76
1.55644;14651.76
1.55644;14667.76
1.55644;14651.76
1.55644;14683.75
1.55644;14683.75
1.55644;14683.75
1.56145;14667.76
1.56145;14667.76
1.56145;14667.76
1.56145;14683.75
1.56145;14651.76
1.56145;14667.76
1.56145;14635.77
1.56145;14651.76
1.56145;14619.77
1.56145;14651.76
1.56145;14619.77
1.56145;14651.76
1.56145;14651.76
1.56145;14683.75
1.56145;14699.75
1.565625;14635.77
1.565625;14651.76
1.565625;14667.76
1.565625;14683.75
1.565625;14699.75
1.565625;14683.75
1.565625;14715.75
1.565625;14699.75
1.565625;14715.75
1.565625;14699.75
1.565625;14699.75
1.565625;14699.75
1.570635;14683.75
1.570635;14699.75
1.570635;14683.75
1.570635;14667.76
1.570635;14683.75
1.570635;14667.76
1.570635;14683.75
1.570635;14667.76
1.570635;14683.75
1.570635;14683.75
1.570635;14683.75
1.570635;14699.75
1.570635;14715.75
1.575645;14667.76
1.575645;14683.75
1.575645;14699.75
1.575645;14715.75
1.575645;14699.75
1.575645;14715.75
1.575645;14699.75
1.575645;14715.75
1.575645;14699.75
1.575645;14715.75
1.575645;14699.75
1.575645;14715.75
1.575645;14715.75
1.575645;14715.75
1.575645;14731.74
1.57982;14699.75
1.57982;14699.75
1.57982;14699.75
1.57982;14715.75
1.57982;14731.74
1.57982;14699.75
1.57982;14715.75
1.57982;14715.75
1.57982;14715.75
1.57982;14731.74
1.58483;14683.75
1.58483;14699.75
1.58483;14699.75
1.58483;14715.75
1.58483;14731.74
1.58483;14715.75
1.58483;14731.74
1.58483;14715.75
1.58483;14731.74
1.58483;14715.75
1.58483;14731.74
1.58483;14731.74
1.58984;14715.75
1.58984;14699.75
1.58984;14715.75
1.58984;14699.75
1.58984;14715.75
1.58984;14699.75
1.58984;14715.75
1.58984;14699.75
1.58984;14731.74
1.58984;14715.75
1.58984;14747.74
1.58984;14747.74
1.58984;14763.73
1.58984;14763.73
1.594015;14731.74
1.594015;14731.74
1.594015;14747.74
1.594015;14747.74
1.594015;14763.73
1.594015;14747.74
1.594015;14763.73
1.594015;14747.74
1.594015;14747.74
1.594015;14747.74
1.599025;14731.74
1.599025;14731.74
1.599025;14731.74
1.599025;14715.75
1.599025;14747.74
1.599025;14715.75
1.599025;14731.74
1.599025;14715.75
1.599025;14731.74
1.599025;14715.75
1.599025;14731.74
1.599025;14715.75
1.599025;14747.74
1.599025;14763.73
1.599025;14763.73
1.6032;14731.74
1.6032;14747.74
1.6032;14747.74
1.6032;14779.73
1.6032;14763.73
1.6032;14779.73
1.6032;14763.73
1.6032;14779.73
1.6032;14779.73
1.6032;14779.73
1.6032;14779.73
1.6032;14763.73
1.60821;14763.73
1.60821;14763.73
1.60821;14763.73
1.60821;14779.73
1.60821;14763.73
1.60821;14747.74
1.60821;14747.74
1.60821;14779.73
1.60821;14747.74
1.60821;14763.73
1.60821;14747.74
1.60821;14779.73
1.60821;14779.73
1.60821;14779.73
1.61322;14747.74
1.61322;14763.73
1.61322;14763.73
1.61322;14795.72
1.61322;14779.73
1.61322;14795.72
1.61322;14779.73
1.61322;14795.72
1.61322;14779.73
1.61322;14795.72
1.61322;14763.73
1.61322;14779.73
1.61322;14779.73
1.61322;14763.73
1.617395;14763.73
1.617395;14747.74
1.617395;14731.74
1.617395;14747.74
1.617395;14731.74
1.617395;14763.73
1.617395;14763.73
1.617395;14795.72
1.617395;14795.72
1.617395;14811.72
1.617395;14827.71
1.617395;14827.71
1.622405;14811.72
1.622405;14811.72
1.622405;14795.72
1.622405;14811.72
1.622405;14779.73
1.622405;14795.72
1.622405;14763.73
1.622405;14779.73
1.622405;14763.73
1.622405;14779.73
1.622405;14763.73
1.622405;14795.72
1.622405;14811.72
1.622405;14827.71
1.62658;14779.73
1.62658;14795.72
1.62658;14811.72
1.62658;14827.71
1.62658;14811.72
1.62658;14827.71
1.62658;14811.72
1.62658;14795.72
1.62658;14811.72
1.62658;14811.72
1.62658;14811.72
1.63159;14795.72
1.63159;14795.72
1.63159;14779.73
1.63159;14795.72
1.63159;14811.72
1.63159;14811.72
1.63159;14843.71
1.63159;14827.71
1.63159;14843.71
1.63159;14843.71
1.63159;14843.71
1.6366;14827.71
1.6366;14827.71
1.6366;14811.72
1.6366;14827.71
1.6366;14811.72
1.6366;14827.71
1.6366;14795.72
1.6366;14811.72
1.6366;14779.73
1.6366;14795.72
1.6366;14779.73
1.6366;14811.72
1.6366;14827.71
1.6366;14843.71
1.640775;14795.72
1.640775;14811.72
1.640775;14827.71
1.640775;14859.7
1.640775;14843.71
1.640775;14859.7
1.640775;14843.71
1.640775;14859.7
1.640775;14827.71
1.640775;14843.71
1.640775;14827.71
1.640775;14827.71
1.640775;14827.71
1.645785;14811.72
1.645785;14811.72
1.645785;14795.72
1.645785;14811.72
1.645785;14843.71
1.645785;14843.71
1.645785;14859.7
1.645785;14875.7
1.645785;14875.7
1.645785;14859.7
1.645785;14859.7
1.650795;14843.71
1.650795;14859.7
1.650795;14875.7
1.650795;14843.71
1.650795;14843.71
1.650795;14843.71
1.650795;14843.71
1.650795;14859.7
1.650795;14827.71
1.650795;14843.71
1.650795;14811.72
1.650795;14827.71
1.650795;14795.72
1.650795;14827.71
1.650795;14859.7
1.65497;14827.71
1.65497;14843.71
1.65497;14875.7
1.65497;14859.7
1.65497;14875.7
1.65497;14859.7
1.65497;14875.7
1.65497;14859.7
1.65497;14875.7
1.65497;14859.7
1.65497;14875.7
1.65497;14859.7
1.65497;14875.7
1.65497;14875.7
1.65998;14859.7
1.65998;14859.7
1.65998;14891.69
1.65998;14875.7
1.65998;14891.69
1.65998;14891.69
1.65998;14891.69
1.664155;14875.7
1.664155;14875.7
1.664155;14875.7
1.664155;14875.7
1.664155;14859.7
1.664155;14875.7
1.664155;14859.7
1.664155;14875.7
1.664155;14843.71
1.664155;14859.7
1.664155;14843.71
1.664155;14859.7
1.664155;14843.71
1.664155;14859.7
1.664155;14843.71
1.664155;14875.7
1.664155;14891.69
1.669165;14859.7
1.669165;14875.7
1.669165;14907.69
1.669165;14891.69
1.669165;14907.69
1.669165;14891.69
1.669165;14907.69
1.669165;14907.69
1.669165;14891.69
1.669165;14907.69
1.669165;14907.69
1.674175;14891.69
1.674175;14891.69
1.674175;14891.69
1.674175;14907.69
1.674175;14891.69
1.674175;14907.69
1.674175;14891.69
1.674175;14907.69
1.674175;14907.69
1.674175;14907.69
1.674175;14907.69
1.67835;14891.69
1.67835;14891.69
1.67835;14891.69
1.67835;14891.69
1.67835;14907.69
1.67835;14891.69
1.67835;14923.69
1.67835;14891.69
1.67835;14907.69
1.67835;14891.69
1.67835;14907.69
1.67835;14907.69
1.67835;14907.69
1.67835;14923.69
1.68336;14891.69
1.68336;14891.69
1.68336;14907.69
1.68336;14891.69
1.68336;14891.69
1.68336;14923.69
1.68336;14907.69
1.68336;14907.69
1.68336;14923.69
1.68336;14907.69
1.68336;14923.69
1.68336;14891.69
1.68336;14923.69
1.68336;14907.69
1.68336;14939.68
1.68336;14955.68
1.687535;14923.69
1.687535;14939.68
1.687535;14923.69
1.687535;14923.69
1.687535;14939.68
1.687535;14923.69
1.687535;14923.69
1.687535;14907.69
1.687535;14923.69
1.687535;14907.69
1.687535;14891.69
1.692545;14891.69
1.692545;14875.7
1.692545;14875.7
1.692545;14907.69
1.692545;14891.69
1.692545;14907.69
1.692545;14907.69
1.692545;14939.68
1.692545;14939.68
1.692545;14939.68
1.692545;14955.68
1.692545;14955.68
1.697555;14923.69
1.697555;14923.69
1.697555;14939.68
1.697555;14939.68
1.697555;14939.68
1.697555;14955.68
1.697555;14939.68
1.697555;14955.68
1.697555;14955.68
1.70173;14939.68
1.70173;14939.68
1.70173;14955.68
1.70173;14939.68
1.70173;14955.68
1.70173;14939.68
1.70173;14955.68
1.70173;14939.68
1.70173;14955.68
1.70173;14939.68
1.70173;14955.68
1.70173;14939.68
1.70173;14955.68
1.70173;14955.68
1.70674;14939.68
1.70674;14939.68
1.70674;14955.68
1.70674;14939.68
1.70674;14971.67
1.70674;14939.68
1.70674;14971.67
1.70674;14955.68
1.70674;14971.67
1.70674;14939.68
1.70674;14971.67
1.70674;14955.68
1.70674;14971.67
1.70674;14971.67
1.70674;14971.67
1.70674;14971.67
1.71175;14955.68
1.71175;14955.68
1.71175;14939.68
1.71175;14939.68
1.71175;14971.67
1.71175;14955.68
1.71175;14971.67
1.71175;14955.68
1.71175;14987.67
1.71175;14987.67
1.71175;15003.66
1.71175;14987.67
1.715925;14971.67
1.715925;14971.67
1.715925;14971.67
1.715925;14971.67
1.715925;14987.67
1.715925;14955.68
1.715925;14987.67
1.715925;14955.68
1.715925;14971.67
1.715925;14971.67
1.715925;14971.67
1.720935;14955.68
1.720935;14955.68
1.720935;14955.68
1.720935;14987.67
1.720935;14955.68
1.720935;14987.67
1.720935;14955.68
1.720935;14987.67
1.720935;14971.67
1.720935;14987.67
1.720935;14971.67
1.720935;14987.67
1.720935;15003.66
1.720935;15003.66
1.72511;14971.67
1.72511;14987.67
1.72511;14987.67
1.72511;15003.66
1.72511;14987.67
1.72511;15003.66
1.72511;14987.67
1.72511;15003.66
1.72511;14987.67
1.72511;15003.66
1.72511;14987.67
1.72511;14987.67
1.73012;14971.67
1.73012;14971.67
1.73012;14971.67
1.73012;14987.67
1.73012;14971.67
1.73012;15003.66
1.73012;14987.67
1.73012;15003.66
1.73012;15019.66
1.73012;15019.66
1.73513;14987.67
1.73513;14987.67
1.73513;15019.66
1.73513;15003.66
1.73513;15003.66
1.73513;15019.66
1.73513;15003.66
1.73513;15019.66
1.73513;14987.67
1.73513;15019.66
1.73513;14987.67
1.73513;15003.66
1.73513;15003.66
1.73513;15019.66
1.73513;15019.66
1.73513;15019.66
1.739305;14987.67
1.739305;14987.67
1.739305;15003.66
1.739305;15003.66
1.739305;15003.66
1.739305;15035.65
1.739305;15003.66
1.739305;15035.65
1.739305;15019.66
1.739305;15035.65
1.739305;15035.65
1.739305;15035.65
1.739305;15035.65
1.739305;15019.66
1.744315;15003.66
1.744315;15003.66
1.744315;15003.66
1.744315;15003.66
1.744315;15003.66
1.744315;15019.66
1.744315;15003.66
1.744315;15035.65
1.744315;15019.66
1.744315;15035.65
1.744315;15035.65
1.74849;15019.66
1.74849;15035.65
1.74849;15019.66
1.74849;15035.65
1.74849;15019.66
1.74849;15019.66
1.74849;15019.66
1.74849;15003.66
1.74849;15019.66
1.74849;15019.66
1.74849;15035.65
1.7535;15003.66
1.7535;15003.66
1.7535;15019.66
1.7535;15051.65
1.7535;15035.65
1.7535;15067.64
1.7535;15051.65
1.7535;15067.64
1.7535;15051.65
1.7535;15067.64
1.7535;15067.64
1.75851;15051.65
1.75851;15035.65
1.75851;15051.65
1.75851;15019.66
1.75851;15035.65
1.75851;15003.66
1.75851;15019.66
1.75851;15003.66
1.75851;15019.66
1.75851;15019.66
1.75851;15051.65
1.75851;15035.65
1.75851;15067.64
1.75851;15083.64
1.75851;15083.64
1.762685;15051.65
1.762685;15067.64
1.762685;15067.64
1.762685;15083.64
1.762685;15051.65
1.762685;15067.64
1.762685;15035.65
1.762685;15051.65
1.762685;15051.65
1.762685;15051.65
1.762685;15051.65
1.767695;15019.66
1.767695;15019.66
1.767695;15019.66
1.767695;15051.65
1.767695;15083.64
1.767695;15067.64
1.767695;15083.64
1.767695;15067.64
1.767695;15099.63
1.767695;15067.64
1.767695;15083.64
1.767695;15083.64
1.767695;15083.64
1.767695;15083.64
1.767695;15067.64
1.772705;15067.64
1.772705;15067.64
1.772705;15067.64
1.772705;15051.65
1.772705;15035.65
1.772705;15051.65
1.772705;15035.65
1.772705;15051.65
1.772705;15035.65
1.772705;15067.64
1.772705;15035.65
1.772705;15067.64
1.772705;15067.64
1.772705;15083.64
1.77688;15067.64
1.77688;15083.64
1.77688;15067.64
1.77688;15099.63
1.77688;15083.64
1.77688;15099.63
1.77688;15083.64
1.77688;15099.63
1.77688;15099.63
1.77688;15115.63
1.78189;15083.64
1.78189;15083.64
1.78189;15099.63
1.78189;15115.63
1.78189;15099.63
1.78189;15115.63
1.78189;15099.63
1.78189;15115.63
1.78189;15099.63
1.78189;15099.63
1.78189;15099.63
1.78189;15099.63
1.78189;15083.64
1.786065;15083.64
1.786065;15083.64
1.786065;15067.64
1.786065;15067.64
1.786065;15067.64
1.786065;15067.64
1.786065;15099.63
1.786065;15099.63
1.786065;15115.63
1.786065;15099.63
1.786065;15115.63
1.786065;15115.63
1.791075;15083.64
1.791075;15083.64
1.791075;15099.63
1.791075;15099.63
1.791075;15115.63
1.791075;15083.64
1.791075;15115.63
1.791075;15115.63
1.791075;15115.63
1.791075;15115.63
1.796085;15083.64
1.796085;15099.63
1.796085;15099.63
1.796085;15099.63
1.796085;15115.63
1.796085;15099.63
1.796085;15115.63
1.796085;15115.63
1.796085;15099.63
1.796085;15115.63
1.796085;15115.63
1.796085;15131.63
1.80026;15099.63
1.80026;15099.63
1.80026;15099.63
1.80026;15115.63
1.80026;15131.63
1.80026;15115.63
1.80026;15131.63
1.80026;15115.63
1.80026;15131.63
1.80026;15099.63
1.80026;15131.63
1.80026;15099.63
1.80026;15115.63
1.80026;15099.63
1.80026;15099.63
1.80527;15099.63
1.80527;15083.64
1.80527;15083.64
1.80527;15099.63
1.80527;15083.64
1.80527;15115.63
1.80527;15099.63
1.80527;15131.63
1.80527;15147.62
1.80527;15147.62
1.809445;15115.63
1.809445;15131.63
1.809445;15131.63
1.809445;15147.62
1.809445;15131.63
1.809445;15163.62
1.809445;15131.63
1.809445;15163.62
1.809445;15147.62
1.809445;15147.62
1.809445;15147.62
1.809445;15147.62
1.814455;15131.63
1.814455;15131.63
1.814455;15131.63
1.814455;15115.63
1.814455;15115.63
1.814455;15147.62
1.814455;15115.63
1.814455;15147.62
1.814455;15131.63
1.814455;15147.62
1.814455;15131.63
1.814455;15163.62
1.814455;15163.62
1.819465;15131.63
1.819465;15131.63
1.819465;15163.62
1.819465;15147.62
1.819465;15163.62
1.819465;15147.62
1.819465;15163.62
1.819465;15163.62
1.819465;15147.62
1.819465;15163.62
1.819465;15147.62
1.819465;15163.62
1.819465;15147.62
1.819465;15163.62
1.819465;15163.62
1.82364;15147.62
1.82364;15147.62
1.82364;15147.62
1.82364;15163.62
1.82364;15131.63
1.82364;15163.62
1.82364;15131.63
1.82364;15163.62
1.82364;15163.62
1.82364;15179.61
1.82865;15147.62
1.82865;15147.62
1.82865;15147.62
1.82865;15179.61
1.82865;15163.62
1.82865;15179.61
1.82865;15163.62
1.82865;15179.61
1.82865;15147.62
1.82865;15179.61
1.82865;15147.62
1.82865;15179.61
1.82865;15163.62
1.82865;15163.62
1.82865;15179.61
1.82865;15179.61
1.83366;15147.62
1.83366;15147.62
1.83366;15147.62
1.83366;15163.62
1.83366;15179.61
1.83366;15163.62
1.83366;15163.62
1.83366;15179.61
1.83366;15163.62
1.83366;15179.61
1.83366;15195.61
1.83366;15195.61
1.83366;15195.61
1.837835;15163.62
1.837835;15179.61
1.837835;15179.61
1.837835;15179.61
1.837835;15195.61
1.837835;15163.62
1.837835;15179.61
1.837835;15163.62
1.837835;15179.61
1.837835;15163.62
1.837835;15163.62
1.837835;15163.62
1.837835;15195.61
1.842845;15147.62
1.842845;15147.62
1.842845;15147.62
1.842845;15147.62
1.842845;15179.61
1.842845;15163.62
1.842845;15179.61
1.842845;15195.61
1.842845;15179.61
1.842845;15211.6
1.842845;15211.6
1.84702;15195.61
1.84702;15195.61
1.84702;15211.6
1.84702;15195.61
1.84702;15227.6
1.84702;15211.6
1.84702;15211.6
1.84702;15211.6
1.84702;15211.6
1.84702;15211.6
1.84702;15211.6
1.85203;15195.61
1.85203;15195.61
1.85203;15195.61
1.85203;15195.61
1.85203;15195.61
1.85203;15195.61
1.85203;15195.61
1.85203;15211.6
1.85203;15195.61
1.85203;15211.6
1.85203;15179.61
1.85203;15211.6
1.85203;15211.6
1.85203;15227.6
1.85704;15195.61
1.85704;15195.61
1.85704;15211.6
1.85704;15227.6
1.85704;15211.6
1.85704;15227.6
1.85704;15227.6
1.85704;15211.6
1.85704;15195.61
1.85704;15195.61
1.861215;15211.6
1.861215;15195.61
1.861215;15179.61
1.861215;15179.61
1.861215;15179.61
1.861215;15195.61
1.861215;15195.61
1.861215;15211.6
1.861215;15195.61
1.861215;15227.6
1.861215;15211.6
1.861215;15243.59
1.861215;15243.59
1.861215;15243.59
1.866225;15227.6
1.866225;15227.6
1.866225;15227.6
1.866225;15243.59
1.866225;15227.6
1.866225;15243.59
1.866225;15211.6
1.866225;15243.59
1.866225;15211.6
1.866225;15227.6
1.866225;15227.6
1.866225;15227.6
1.8704;15211.6
1.8704;15195.61
1.8704;15211.6
1.8704;15227.6
1.8704;15211.6
1.8704;15227.6
1.8704;15211.6
1.8704;15243.59
1.8704;15211.6
1.8704;15243.59
1.8704;15227.6
1.8704;15259.59
1.8704;15259.59
1.87541;15211.6
1.87541;15227.6
1.87541;15243.59
1.87541;15243.59
1.87541;15259.59
1.87541;15243.59
1.87541;15259.59
1.87541;15259.59
1.87541;15243.59
1.87541;15227.6
1.88042;15243.59
1.88042;15227.6
1.88042;15211.6
1.88042;15211.6
1.88042;15227.6
1.88042;15195.61
1.88042;15227.6
1.88042;15211.6
1.88042;15243.59
1.88042;15227.6
1.88042;15259.59
1.88042;15243.59
1.88042;15259.59
1.88042;15243.59
1.88042;15275.58
1.88042;15259.59
1.88042;15259.59
1.884595;15243.59
1.884595;15243.59
1.884595;15243.59
1.884595;15275.58
1.884595;15243.59
1.884595;15275.58
1.884595;15243.59
1.884595;15259.59
1.884595;15243.59
1.884595;15259.59
1.884595;15259.59
1.884595;15259.59
1.889605;15243.59
1.889605;15243.59
1.889605;15259.59
1.889605;15275.58
1.889605;15259.59
1.889605;15275.58
1.889605;15259.59
1.889605;15275.58
1.889605;15259.59
1.889605;15275.58
1.889605;15259.59
1.889605;15275.58
1.889605;15275.58
1.894615;15259.59
1.894615;15259.59
1.894615;15275.58
1.894615;15259.59
1.894615;15275.58
1.894615;15259.59
1.894615;15275.58
1.894615;15259.59
1.894615;15275.58
1.894615;15275.58
1.89879;15259.59
1.89879;15259.59
1.89879;15275.58
1.89879;15259.59
1.89879;15275.58
1.89879;15243.59
1.89879;15259.59
1.89879;15243.59
1.89879;15275.58
1.89879;15259.59
1.89879;15291.58
1.89879;15307.57
1.89879;15307.57
1.9038;15275.58
1.9038;15291.58
1.9038;15291.58
1.9038;15307.57
1.9038;15291.58
1.9038;15307.57
1.9038;15275.58
1.9038;15291.58
1.9038;15275.58
1.9038;15291.58
1.9038;15291.58
1.9038;15291.58
1.9038;15291.58
1.907975;15275.58
1.907975;15259.59
1.907975;15275.58
1.907975;15291.58
1.907975;15275.58
1.907975;15291.58
1.907975;15275.58
1.907975;15275.58
1.907975;15291.58
1.907975;15275.58
1.907975;15291.58
1.907975;15307.57
1.912985;15275.58
1.912985;15291.58
1.912985;15307.57
1.912985;15291.58
1.912985;15307.57
1.912985;15291.58
1.912985;15307.57
1.912985;15291.58
1.912985;15307.57
1.912985;15291.58
1.912985;15291.58
1.912985;15291.58
1.917995;15275.58
1.917995;15275.58
1.917995;15259.59
1.917995;15275.58
1.917995;15291.58
1.917995;15291.58
1.917995;15307.57
1.917995;15291.58
1.917995;15323.57
1.917995;15307.57
1.917995;15323.57
1.917995;15323.57
1.917995;15323.57
1.92217;15307.57
1.92217;15307.57
1.92217;15291.58
1.92217;15323.57
1.92217;15291.58
1.92217;15323.57
1.92217;15307.57
1.92217;15323.57
1.92217;15323.57
1.92217;15323.57
1.92217;15307.57
1.92217;15307.57
1.92217;15323.57
1.92217;15339.56
1.92718;15291.58
1.92718;15307.57
1.92718;15291.58
1.92718;15291.58
1.92718;15291.58
1.92718;15307.57
1.92718;15323.57
1.92718;15339.56
1.92718;15307.57
1.92718;15339.56
1.92718;15339.56
1.92718;15339.56
1.931355;15307.57
1.931355;15307.57
1.931355;15323.57
1.931355;15339.56
1.931355;15323.57
1.931355;15339.56
1.931355;15323.57
1.931355;15339.56
1.931355;15307.57
1.931355;15323.57
1.931355;15307.57
1.931355;15307.57
1.931355;15307.57
1.936365;15307.57
1.936365;15291.58
1.936365;15291.58
1.936365;15291.58
1.936365;15323.57
1.936365;15307.57
1.936365;15339.56
1.936365;15323.57
1.936365;15355.56
1.936365;15355.56
1.936365;15355.56
1.941375;15323.57
1.941375;15323.57
1.941375;15339.56
1.941375;15355.56
1.941375;15339.56
1.941375;15355.56
1.941375;15323.57
1.941375;15339.56
1.941375;15323.57
1.941375;15339.56
1.941375;15355.56
1.941375;15339.56
1.94555;15323.57
1.94555;15323.57
1.94555;15339.56
1.94555;15355.56
1.94555;15339.56
1.94555;15355.56
1.94555;15339.56
1.94555;15355.56
1.94555;15323.57
1.94555;15355.56
1.94555;15323.57
1.94555;15339.56
1.94555;15323.57
1.94555;15355.56
1.94555;15355.56
1.94555;15371.56
1.95056;15339.56
1.95056;15355.56
1.95056;15339.56
1.95056;15371.56
1.95056;15339.56
1.95056;15355.56
1.95056;15339.56
1.95056;15339.56
1.95056;15323.57
1.95056;15339.56
1.95056;15307.57
1.95056;15323.57
1.95056;15323.57
1.95056;15339.56
1.95557;15323.57
1.95557;15339.56
1.95557;15323.57
1.95557;15355.56
1.95557;15339.56
1.95557;15355.56
1.95557;15355.56
1.95557;15371.56
1.95557;15387.55
1.95557;15387.55
1.959745;15355.56
1.959745;15371.56
1.959745;15371.56
1.959745;15387.55
1.959745;15355.56
1.959745;15371.56
1.959745;15355.56
1.959745;15371.56
1.959745;15355.56
1.959745;15371.56
1.959745;15371.56
1.959745;15371.56
1.959745;15371.56
1.964755;15355.56
1.964755;15355.56
1.964755;15355.56
1.964755;15355.56
1.964755;15371.56
1.964755;15355.56
1.964755;15371.56
1.964755;15355.56
1.964755;15371.56
1.964755;15355.56
1.964755;15371.56
1.964755;15371.56
1.96893;15355.56
1.96893;15371.56
1.96893;15387.55
1.96893;15371.56
1.96893;15403.55
1.96893;15387.55
1.96893;15403.55
1.96893;15403.55
1.96893;15403.55
1.96893;15403.55
1.96893;15387.55
1.97394;15387.55
1.97394;15387.55
1.97394;15387.55
1.97394;15371.56
1.97394;15371.56
1.97394;15387.55
1.97394;15355.56
1.97394;15387.55
1.97394;15371.56
1.97394;15387.55
1.97394;15371.56
1.97394;15403.55
1.97394;15387.55
1.97394;15403.55
1.97394;15403.55
1.97394;15403.55
1.97895;15387.55
1.97895;15387.55
1.97895;15387.55
1.97895;15403.55
1.97895;15371.56
1.97895;15387.55
1.97895;15371.56
1.97895;15387.55
1.97895;15371.56
1.97895;15387.55
1.983125;15371.56
1.983125;15387.55
1.983125;15371.56
1.983125;15403.55
1.983125;15387.55
1.983125;15403.55
1.983125;15403.55
1.983125;15403.55
1.983125;15403.55
1.983125;15403.55
1.983125;15403.55
1.983125;15419.54
1.983125;15403.55
1.983125;15419.54
1.983125;15419.54
1.988135;15403.55
1.988135;15403.55
1.988135;15419.54
1.988135;15403.55
1.988135;15419.54
1.988135;15387.55
1.988135;15403.55
1.988135;15387.55
1.988135;15387.55
1.988135;15387.55
1.988135;15387.55
1.988135;15403.55
1.99231;15371.56
1.99231;15371.56
1.99231;15387.55
1.99231;15403.55
1.99231;15419.54
1.99231;15403.55
1.99231;15419.54
1.99231;15403.55
1.99231;15419.54
1.99231;15419.54
1.99231;15419.54
1.99231;15435.54
1.99732;15403.55
1.99732;15403.55
1.99732;15419.54
1.99732;15419.54
1.99732;15435.54
1.99732;15419.54
1.99732;15435.54
1.99732;15419.54
1.99732;15435.54
1.99732;15403.55
1.99732;15435.54
1.99732;15419.54
1.99732;15403.55
2.00233;15403.55
2.00233;15387.55
2.00233;15387.55
2.00233;15403.55
2.00233;15387.55
2.00233;15403.55
2.00233;15387.55
2.00233;15403.55
2.00233;15403.55
2.00233;15419.54
2.00233;15419.54
2.00233;15435.54
2.006505;15435.54
2.006505;15451.53
2.006505;15435.54
2.006505;15451.53
2.006505;15435.54
2.006505;15435.54
2.006505;15419.54
2.006505;15435.54
2.006505;15419.54
2.006505;15435.54
2.006505;15435.54
2.006505;15435.54
2.011515;15419.54
2.011515;15419.54
2.011515;15419.54
2.011515;15435.54
2.011515;15419.54
2.011515;15435.54
2.011515;15419.54
2.011515;15435.54
2.011515;15419.54
2.011515;15451.53
2.011515;15451.53
2.011515;15467.53
2.016525;15435.54
2.016525;15451.53
2.016525;15451.53
2.016525;15467.53
2.016525;15451.53
2.016525;15451.53
2.016525;15435.54
2.016525;15451.53
2.016525;15435.54
2.016525;15435.54
2.016525;15435.54
2.016525;15435.54
2.016525;15451.53
2.016525;15451.53
2.0207;15435.54
2.0207;15435.54
2.0207;15435.54
2.0207;15435.54
2.0207;15419.54
2.0207;15435.54
2.0207;15435.54
2.0207;15451.53
2.0207;15435.54
2.0207;15451.53
2.0207;15467.53
2.02571;15451.53
2.02571;15467.53
2.02571;15483.52
2.02571;15467.53
2.02571;15483.52
2.02571;15467.53
2.02571;15483.52
2.02571;15467.53
2.02571;15467.53
2.02571;15451.53
2.02571;15451.53
2.02571;15435.54
2.02571;15451.53
2.02571;15451.53
2.02571;15451.53
2.029885;15451.53
2.029885;15435.54
2.029885;15435.54
2.029885;15451.53
2.029885;15451.53
2.029885;15467.53
2.029885;15467.53
2.029885;15467.53
2.029885;15467.53
2.029885;15467.53
2.029885;15467.53
2.029885;15451.53
2.034895;15451.53
2.034895;15451.53
2.034895;15467.53
2.034895;15451.53
2.034895;15435.54
2.034895;15451.53
2.034895;15451.53
2.034895;15467.53
2.034895;15451.53
2.034895;15467.53
2.034895;15467.53
2.034895;15483.52
2.034895;15483.52
2.034895;15483.52
2.039905;15467.53
2.039905;15467.53
2.039905;15467.53
2.039905;15467.53
2.039905;15451.53
2.039905;15467.53
2.039905;15467.53
2.039905;15483.52
2.039905;15467.53
2.039905;15483.52
2.039905;15483.52
2.039905;15483.52
2.039905;15483.52
2.039905;15483.52
2.04408;15483.52
2.04408;15467.53
2.04408;15467.53
2.04408;15467.53
2.04408;15451.53
2.04408;15467.53
2.04408;15451.53
2.04408;15467.53
2.04408;15451.53
2.04408;15467.53
2.04408;15467.53
2.04408;15483.52
2.04408;15499.52
2.04909;15483.52
2.04909;15483.52
2.04909;15499.52
2.04909;15483.52
2.04909;15499.52
2.04909;15499.52
2.04909;15499.52
2.04909;15515.51
2.04909;15515.51
2.053265;15483.52
2.053265;15499.52
2.053265;15499.52
2.053265;15499.52
2.053265;15499.52
2.053265;15499.52
2.053265;15483.52
2.053265;15499.52
2.053265;15483.52
2.053265;15483.52
2.053265;15467.53
2.053265;15483.52
2.053265;15467.53
2.053265;15467.53
2.058275;15467.53
2.058275;15467.53
2.058275;15467.53
2.058275;15483.52
2.058275;15467.53
2.058275;15483.52
2.058275;15483.52
2.058275;15499.52
